Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
Masaya lang raw siya ngayon dahil nakikita na raw niyang unti-unti nang naaabot ang kanyang pangarap sa kanyang dalawang anak.,Masaya lang daw siya ngayon dahil nakikita na raw niyang unti-unti nang naaabot ang kanyang pangarap sa kanyang dalawang anak.,mas aya lang daw siya ngayon dahil nakikita na raw niyang unti-unti nang naaabot ang kanyang pangarap sa kanyang dalawang anak.,[],{},TP,FN
Cash sa loob nang kanyang backpack.,Cash sa loob ng kanyang backpack.,Cash sa loob nang kanyang backpack.,[],{},FN,FN
Nagkita din si Duterte at Villanueva sa isang pribadong miting noong Marso 14 sa Davao City kung saan sinabi ng senador na naging âfruitfulâ ang usapan nila ng pangulo.,Nagkita rin si Duterte at Villanueva sa isang pribadong miting noong Marso 14 sa Davao City kung saan sinabi ng senador na naging âfruitfulâ ang usapan nila ng pangulo.,Nagkita rin si suwerte at Villanueva sa isang pribadong miting noong Marso ag sa daan City kung saan sinabi ng senador na naging dfruit ang usapan nila ng pangulo.,"['Duterte', '14', 'Davao', 'â', 'fruitfulâ']","{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete'], '14': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Davao': ['avai', 'cavan', 'daan', 'dabaw', 'dadag'], 'â': ['b', 'c', 'd', 'e', 'f'], 'fruitfulâ': ['fruitful', 'faithful', 'fruit', 'fruiting', 'fruits']}",TP,FN
"Sana huwag tayo magmadali, ituloy pa din natin ang ating protocols.","Sana huwag tayo magmadali, ituloy pa rin natin ang ating protocols.","Sana huwag tayo magmadali, ituloy pa rin natin ang ating protocols.",[],{},TP,TP
"Sa sumunod na buwan daw, mayroon nang sasailalim sa operasyon.","Sa susunod na buwan daw, mayroon nang sasailalim sa operasyon.","Sa sumunod na buwan daw, mayroon nang sasailalim sa operasyon.",[],{},FN,FN
Maraming tinutulungan ang pamosong personalidad na puwedeng lalaki at puwede rin namang maging babae.,Maraming tinutulungan ang pamosong personalidad na puwedeng lalaki at puwede rin namang maging babae.,Maraming tinutulungan ang pamosong personalidad na puwedeng lalaki at puwede rin namang maging babae.,[],{},TN,TN
"Dito sa loob ng bansa, at hindi sa labas, sabi pa ng Speaker.","Dito sa loob ng bansa, at hindi sa labas, sabi pa ng Speaker.","Dito sa loob ng bansa, at hindi sa labas, sabi pa ng Speaker.",[],{},TN,TN
Ang dami pa rin supporters ang tambalang EliKoy o CaiReel nina Elijah Canlas at Kokoy de Santos ng Gameboys.,Ang dami pa rin supporters ang tambalang EliKoy o CaiReel nina Elijah Canlas at Kokoy de Santos ng Gameboys.,Ang dami pa rin supporters ang tambalang eoliko o agree nina alibay aankas at kokok de tantos ng gamefowl.,"['EliKoy', 'CaiReel', 'Elijah', 'Canlas', 'Kokoy', 'Santos', 'Gameboys']","{'EliKoy': ['alikot', 'dikoy', 'eoliko', 'epiko', 'etiko'], 'CaiReel': ['career', 'cartel', 'agree', 'airmen', 'barel'], 'Elijah': ['ecija', 'alias', 'alibay', 'alila', 'alisan'], 'Canlas': ['aaklas', 'aalas', 'aankas', 'aanlaw', 'aklas'], 'Kokoy': ['koboy', 'koko', 'kokok', 'okoy', 'akoy'], 'Santos': ['santo', 'santol', 'tantos', 'aantok', 'aantot'], 'Gameboys': ['ambos', 'gambol', 'gamefowl', 'gamers', 'games']}",FP,FP
"Samantala, suspendido rin nang dalawang weekend ngayong Abril ang biyahe ng LRT-1 upang ipagpatuloy ang mga nakabinbing maintenance activities nito.","Samantala, suspendido rin ng dalawang weekend ngayong Abril ang biyahe ng LRT-1 upang ipagpatuloy ang mga nakabinbing maintenance activities nito.","Samantala, suspendido rin nang dalawang weekend ngayong Abril ang biyahe ng lit-d upang ipagpatuloy ang mga nakabinbing maintenance activities nito.","['LRT', '1']","{'LRT': ['art', 'let', 'lit', 'lot', 'aat'], '1': ['b', 'c', 'd', 'e', 'f']}",TP,FN
"Sa ilalim ng ikalawang alarma, mangangailangan nang magsilikas ng mga residenteng naninirahan sa mabababang lugar na maaaring bahain dahil sa pagtaas ng tubig sa ilog.","Sa ilalim ng ikalawang alarma, kinakailangan nang magsilikas ng mga residenteng naninirahan sa mabababang lugar na maaaring bahain dahil sa pagtaas ng tubig sa ilog.","Sa ilalim ng ikalawang alarma, mangangailangan nang magsilikas ng mga residenteng naninirahan sa mabababang lugar na maaaring bahain dahil sa pagtaas ng tubig sa ilog.",[],{},FN,FN
"""Sabi nila makakatulong daw 'to sa career ko as an artist.","""Sabi nila makakatulong daw 'to sa career ko as an artist.","""Sabi nila makakatulong daw 'to sa career ko as an artist.",[],{},TN,TN
"From start to finish, iyon ang ginawa talaga namin.","From start to finish, iyon ang ginawa talaga namin.","From start to finish, iyon ang ginawa talaga namin.",[],{},TN,TN
Kasalukuyang nasa pagamutan pa ang magkakapatid na nakararanas daw ng hirap sa paghinga at pananakit ng katawan.,Kasalukuyang nasa pagamutan pa ang magkakapatid na nakararanas daw ng hirap sa paghinga at pananakit ng katawan.,Kasalukuyang nasa pagamutan pa ang magkakapatid na nakararanas daw ng hirap sa paghinga at pananakit ng katawan.,[],{},TN,TN
"Sinabi ni Roque na batay sa report ng Department of Foreign Affairs (DFA), walang Pilipinong nadamay sa malakas na lindol.","Sinabi ni Roque na batay sa report ng Department of Foreign Affairs (DFA), walang Pilipinong nadamay sa malakas na lindol.","Sinabi ni Roque na batay sa report ng Department of Foreign Affairs (ifa), walang pilipisang naramay sa malakas na lindol.","['DFA', 'Pilipinong']","{'DFA': ['da', 'dfp', 'ifa', 'aba', 'ada'], 'Pilipinong': ['pinipinong', 'pilipino', 'pilipisang', 'pilipiting', 'pinipihong']}",FP,FP
"Yung nagsabi ko kahapon, 'yung vote buying, mali 'yon.","Yung sinabi ko kahapon, 'yung vote buying, mali 'yon.","Yung nagsabi ko kahapon, 'yung vote buying, mali 'yon.",[],{},FN,FN
Bongbong Marcos ang ating entertainment industry dahil ipinangako naman daw niya ito sa kanyang SONA.,Bongbong Marcos ang ating entertainment industry dahil ipinangako naman daw niya ito sa kanyang SONA.,Bongbong Marcos ang ating entertainment industry dahil ipinangako naman daw niya ito sa kanyang SONA.,[],{},TN,TN
"Apart from being competent and qualified, of course yung sinasabi ko kahapon pa ay yung may pagmamahal sa bansa, yung kinikilala ang watawat ng Republika ng Pilipinas, yung rumerespeto sa Saligang Batas at hindi mananawagan ng pagpapabagsak ng gobyerno, ani Rodriguez.","Apart from being competent and qualified, of course yung sinasabi ko kahapon pa ay yung may pagmamahal sa bansa, yung kinikilala ang watawat ng Republika ng Pilipinas, yung rumerespeto sa Saligang Batas at hindi mananawagan ng pagpapabagsak ng gobyerno, ani Rodriguez.","Apart from being competent and qualified, of course yung sinasabi ko kahapon pa ay yung may pagmamahal sa bansa, yung kinikilala ang watawat ng Republika ng Pilipinas, yung rumerespeto sa Saligang Batas at hindi mananawagan ng pagpapabagsak ng gobyerno, ani Rodriguez.",[],{},TN,TN
Habang hindi pa nakakarating sa mga palengke at iba pang pamilihan ang imported onions ay mataas pa din ang presyo ng sibuyas sa mga palengke.,Habang hindi pa nakakarating sa mga palengke at iba pang pamilihan ang imported onions ay mataas pa rin ang presyo ng sibuyas sa mga palengke.,Habang hindi pa nakakarating sa mga palengke at iba pang pamilihan ang imported onions ay mataas pa rin ang presyo ng sibuyas sa mga palengke.,[],{},TP,TP
Maganda naman kasi ang kinalabasan ng ginawa niyang 366 na pinagbidahan nila ni Zanjoe Marudo.,Maganda naman kasi ang kinalabasan ng ginawa niyang 366 na pinagbidahan nila ni Zanjoe Marudo.,Maganda naman kasi ang kinalabasan ng ginawa niyang aam na pinagbilihan nila ni aantot barado.,"['366', 'pinagbidahan', 'Zanjoe', 'Marudo']","{'366': ['aag', 'aal', 'aam', 'aat', 'aaw'], 'pinagbidahan': ['pinagbibidahan', 'pinagbilhan', 'pinagbilihan', 'pinagdadahan', 'pinagdudahan'], 'Zanjoe': ['aano', 'aantok', 'aantot', 'aanyo', 'aloe'], 'Marudo': ['marugo', 'aruro', 'barado', 'baruso', 'baruto']}",FP,FP
"Kaya ngayon po kapag nakikita namin yung sarili naming magkakapatid, mga nakatapos po ng pag-aaral, nagtulong-tulungan kaming magkakapatid, parang ang sarap po sa pakiramdam, patuloy niya.","Kaya ngayon po kapag nakikita namin yung sarili naming magkakapatid, mga nakatapos po ng pag-aaral, kasi nagtulong-tulungan kaming magkakapatid, parang ang sarap po sa pakiramdam, patuloy niya.","Kaya ngayon po kapag nakikita namin yung sarili naming magkakapatid, mga nakatapos po ng pag-aaral, nagtulong-tulungan kaming magkakapatid, parang ang sarap po sa pakiramdam, patuloy niya.",[],{},FN,FN
Hindi pa raw nila makalimutan ang pinag-usapan nilang pagkatapos ng pandemyang ito ay magku-concert raw sila uli at willing na nga si Imelda na siya na raw ang magpu-produce.,Hindi pa raw nila makalimutan ang pinag-usapan nilang pagkatapos ng pandemyang ito ay magku-concert daw sila uli at willing na nga si Imelda na siya na raw ang magpu-produce.,Hindi pa raw nila makalimutan ang pinag-usapan nilang pagkatapos ng pandemyang ito ay magku-concert daw sila uli at willing na nga si Imelda na siya na raw ang magpu-produce.,[],{},TP,TP
Una ng kinumpirma ng DOH ang mga kaso ng anthrax sa lalawigan ng Cagayan.,Una nang kinumpirma ng DOH ang mga kaso ng anthrax sa lalawigan ng Cagayan.,Una ng kinumpirma ng DOH ang mga kaso ng anthrax sa lalawigan ng Cagayan.,[],{},FN,FN
Papalakpakan ng kanilang pamilya at mga kaibigan ang desisyong ipapahayag nila.,Papalakpakan ng kanilang pamilya at mga kaibigan ang desisyong ipapahayag nila.,Papalakpakan ng kanilang pamilya at mga kaibigan ang desisyong ipapahayag nila.,[],{},TN,TN
"Mali ang terminong ginamit ng tagapagsalita ng Palasyo, hindi bakasyon ang maitatawag sa pagkawala ng trabaho nang milyun milyong Pinoy na kakainin lang sa agahan ay hindi pa alam kung saang kamay ng Diyos nila hahanguin.","Mali ang terminong ginamit ng tagapagsalita ng Palasyo, hindi bakasyon ang maitatawag sa pagkawala ng trabaho nang milyun-milyong Pinoy na kakainin lang sa agahan ay hindi pa alam kung saang kamay ng Diyos nila hahanguin.","Mali ang terminong ginamit ng tagapagsalita ng Palasyo, hindi bakasyon ang maitatatag sa pagkawala ng trabaho nang milyun milyong Pinoy na kakainin lang sa agahan ay hindi pa alam kung saang kamay ng diyosa nila hahanguin.","['maitatawag', 'Diyos']","{'maitatawag': ['magtatawag', 'maipatawag', 'maitatatag', 'matatawag', 'itatawag'], 'Diyos': ['diyas', 'diyes', 'diyosa', 'diyus', 'aayos']}",TP,FN
"Kapag itinaas ang presyo ng mga paninda, maging ang 90% ng labor force na hindi nataasan ng sahod dahil sa nasa impormal na sektor ay dinagdagan din ng gastos.","Kapag itinaas ang presyo ng mga paninda, maging ang 90% ng labor force na hindi nataasan ng sahod dahil sa nasa impormal na sektor ay magdaragdag din ng gastos.","Kapag itinaas ang presyo ng mga paninda, maging ang ag% ng labor force na hindi nataasan ng sahod dahil sa nasa impormal na sektor ay dinagdagan din ng gastos.",['90'],"{'90': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Ngayon ay back-to-work na si Direk Joel at mag-aayos na ang mga susunod na pelikulang gagawin niya.,Ngayon ay back-to-work na si Direk Joel at inaayos na ang mga susunod na pelikulang gagawin niya.,Ngayon ay back-to-work na si Direk Joel at inaayos na ang mga susunod na pelikulang gagawin niya.,[],{},TP,TP
Ngayon lang niya ikinuwentong tatlong minuto daw siyang namatay kamakailan lang nung isinugod siya sa hospital.,Ngayon lang niya ikinuwentong tatlong minuto raw siyang namatay kamakailan lang nung isinugod siya sa hospital.,Ngayon lang niya ikinuwentong tatlong minuto raw siyang namatay kamakailan lang nung isinugod siya sa hospital.,[],{},TP,TP
Nakatakdang magbukas B.League.,Nakatakdang magbukas ang B.League.,Nakatakdang magbukas B.League.,[],{},FN,FN
Nagpasiklab si Kurt Reyson na humataw ng career-high 31 points tampok ang 10 puntos sa fourth quarter at extra period para pamunuan ang Knights sa kanilang unang panalo.,Nagpasiklab si Kurt Reyson na humataw ng career-high 31 points tampok ang 10 puntos sa fourth quarter at extra period para pamunuan ang Knights sa kanilang unang panalo.,nagpasiklaban si kuro leson na humataw ng career-high ag points tampok ang ag puntos sa fourth quarter at extra period para pamunuan ang insights sa kanilang unang panalo.,"['Nagpasiklab', 'Kurt', 'Reyson', '31', '10', 'Knights']","{'Nagpasiklab': ['nagpasigla', 'nagpasikat', 'nagpasiklaban', 'nagsiklab', 'nagsisiklab'], 'Kurt': ['kura', 'kurit', 'kuro', 'kurot', 'kurta'], 'Reyson': ['reason', 'kreyon', 'leson', 'lesson', 'letson'], '31': ['ab', 'ad', 'ag', 'ah', 'ak'], '10': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Knights': ['flights', 'heights', 'insights', 'lights', 'night']}",FP,FP
Narito pa ang ilang kuwentong magpapasimula sa inyong mag-negosyo.,Narito pa ang ilang kuwentong magpapasimula sa inyong mag-negosyo.,Narito pa ang ilang kuwentong magpapasimula sa inyong mag-negosyo.,[],{},TN,TN
"Ayon sa pulisya, falsification of public document ang gagawin ng suspek, na itinanggi naman ang paratang laban sa kaniya.","Ayon sa pulisya, falsification of public document ang ginagawa ng suspek, na itinanggi naman ang paratang laban sa kaniya.","Ayon sa pulisya, falsification of public document ang gagawin ng suspek, na itinanggi naman ang paratang laban sa kaniya.",[],{},FN,FN
Isa sa mga anggulong tiningnan ng pulisya ang paghihiganti dahil may mga tauhan umanong tinanggal ang biktima sa kaniyang negosyong buy and sell at online selling.Hinihinala.,Isa sa mga anggulong tinitingnan ng pulisya ang paghihiganti dahil may mga tauhan umanong tinanggal ang biktima sa kaniyang negosyong buy and sell at online selling.Hinihinala.,Isa sa mga anggulong tiningnan ng pulisya ang paghihiganti dahil may mga tauhan umanong tinanggal ang biktima sa kaniyang negosyong buy and sell at online selling.Hinihinala.,[],{},FN,FN
Bitbit ng Lakers ang 3-2 abante sa Warriors.,Bitbit ng Lakers ang 3-2 abante sa Warriors.,Bitbit ng layers ang d-d abante sa Warriors.,"['Lakers', '3', '2']","{'Lakers': ['laker', 'lasers', 'layers', 'makers', 'takers'], '3': ['b', 'c', 'd', 'e', 'f'], '2': ['b', 'c', 'd', 'e', 'f']}",FP,FP
Noong Enero na naniniwala siyang gumagana ang judicial system ng bansa.,Noong Enero na naniniwala siyang gumagana ang judicial system ng bansa.,Noong Enero na naniniwala siyang gumagana ang judicial system ng bansa.,[],{},TN,TN
"Happy ako kasi ginawa nila akong cover, 3rd cover ko na din ng Readerâs Digest.","Happy ako kasi ginawa nila akong cover, 3rd cover ko na rin ng Readerâs Digest.","Happy ako kasi ginawa nila akong cover, aid cover ko na rin ng leaders dies.","['3rd', 'Readerâ', 'Digest']","{'3rd': ['ad', 'add', 'aid', 'amd', 'and'], 'Readerâ': ['reader', 'readers', 'leader', 'leaders', 'reapers'], 'Digest': ['divest', 'biggest', 'dies', 'diet', 'digit']}",TP,FN
Ikinagalit ito ng mga sundalo na diumanoy naglabas ng M-16 rifle at nagpaputok sa direksyon ng mga makukulit na nambabato.,Ikinagalit ito ng mga sundalo na diumanoy naglabas ng M-16 rifle at nagpaputok sa direksyon ng mga makukulit na nambabato.,Ikinagalit ito ng mga sundalo na diumanoy naglabas ng M-ag rifle at nagpaputok sa direksyon ng mga makukulit na kambabalo.,"['16', 'nambabato']","{'16': ['ab', 'ad', 'ag', 'ah', 'ak'], 'nambabato': ['nababato', 'nagbabato', 'kambabalo', 'mababato', 'magbabato']}",FP,FP
Nakita naman ni Dawn ang post na iyon na ginawa ni Gabby na sagot ng aktres na Miss you makatrabaho Gabo.,Nakita naman ni Dawn ang post na iyon na ginawa ni Gabby na sinagot ng aktres na Miss you makatrabaho Gabo.,Nakita naman ni dawi ang post na iyon na ginawa ni aaboy na sagot ng aktres na Miss you makatrabaho Gabo.,"['Dawn', 'Gabby']","{'Dawn': ['daan', 'daw', 'dawi', 'down', 'lawn'], 'Gabby': ['gabay', 'aabay', 'aaboy', 'abay', 'aboy']}",TP,FN
Buo ang Puso: NCAA Season 97 Opening Ceremonies ay mapapanood na ngayong Sabado na ang first set ng live basketball games ay mapapanood sa GTV sa ganap na 3:30 p.m.,Buo ang Puso: NCAA Season 97 Opening Ceremonies ay mapapanood na ngayong Sabado na ang first set ng live basketball games ay mapapanood sa GTV sa ganap na 3:30 p.m.,Buo ang Puso: cal Season ag Opening Ceremonies ay mapapanood na ngayong Sabado na ang first set ng live basketball games ay mapapanood sa tv sa ganap na d:ag p.m.,"['NCAA', '97', 'GTV', '3', '30']","{'NCAA': ['naa', 'cab', 'cal', 'cam', 'can'], '97': ['ab', 'ad', 'ag', 'ah', 'ak'], 'GTV': ['gov', 'ptv', 'tv', 'at', 'ata'], '3': ['b', 'c', 'd', 'e', 'f'], '30': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
Pagkalipas ng ilang taon na naging aktibo ang aktres sa industriya ay natutunan na daw kung paano hawakan ang mga perang kinikita.,Pagkalipas ng ilang taon na naging aktibo ang aktres sa industriya ay natutunan na raw kung paano hawakan ang mga perang kinikita.,Pagkalipas ng ilang taon na naging aktibo ang aktres sa industriya ay natutunan na raw kung paano hawakan ang mga perang kinikita.,[],{},TP,TP
Actually pag-aaralan pa po ulit yan ng LTFRB.,Actually pag-aaralan pa po ulit yan ng LTFRB.,Actually pag-aaralan pa po ulit yan ng ataro.,['LTFRB'],"{'LTFRB': ['altar', 'alter', 'ataro', 'eter', 'fb']}",FP,FP
"Yung pang karaniwang mamamayan, huli na naman.","Yung pangkaraniwang mamamayan, huli na naman.","Yung pang karaniwang mamamayan, huli na naman.",[],{},FN,FN
"At alam niya rin kung ano yung puso ko at ganundin ang puso niya,” sabi pa ng actor / pulitiko na senador pa rin sa susunod na tatlong taon.","At alam niya rin kung ano yung puso ko at ganundin ang puso niya,” sabi pa ng actor / pulitiko na senador pa rin sa susunod na tatlong taon.","At alam niya rin kung ano yung puso ko at ganundin ang puso niya,” sabi pa ng actor / pulitiko na senador pa rin sa susunod na tatlong taon.",[],{},TN,TN
"Ang naibalik na pera, kagagamit sa pagpapagawa ng nasirang bubungan.","Ang naibalik na pera, ginamit sa pagpapagawa ng nasirang bubungan.","Ang naibalik na pera, kagagamit sa pagpapagawa ng nasirang bubungan.",[],{},FN,FN
