Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
"Ayon sa ulat, nagkayayaang maligo ang biktima at kanyang mga kaibigan sa dagat matapos na mag-deliver ng mga parcel na inorder sa kanila.","Ayon sa ulat, nagkayayaang maligo ang biktima at kanyang mga kaibigan sa dagat matapos na mag-deliver ng mga parcel na inorder sa kanila.","Ayon sa ulat, nagkayayaang maligo ang biktima at kanyang mga kaibigan sa dagat matapos na mag-deliver ng mga parcel na inorder sa kanila.",[],{}
"Ayon kay Villamor Ventura Plan, deputy administrator ng POEA, mula sa 3,500 na limit noong 2021 ay itinaas na sa 7,000 ang deployment cap kaya mas madami na ang mabibigyan ng oportunidad na medical frontliners na makapagtrabao sa ibang bansa.","Ayon kay Villamor Ventura Plan, deputy administrator ng POEA, mula sa 3,500 na limit noong 2021 ay itinaas na sa 7,000 ang deployment cap kaya mas madami na ang mabibigyan ng oportunidad na medical frontliners na makapagtrabao sa ibang bansa.","Ayon kay nilalamog century Plan, deputy administrator ng popa, mula sa d,aam na limit noong aag ay itinaas na sa d,aam ang deployment cap kaya mas marami na ang mabibigyan ng oportunidad na medical frontliners na nakapagtrabaho sa ibang bansa.","['Villamor', 'Ventura', 'POEA', '3', '500', '2021', '7', '000', 'makapagtrabao']","{'Villamor': ['violator', 'hilamos', 'nilalamog', 'nilalamok', 'nilalamon'], 'Ventura': ['venture', 'abentura', 'century', 'denture', 'eentra'], 'POEA': ['plea', 'poeta', 'popa', 'apnea', 'area'], '3': ['b', 'c', 'd', 'e', 'f'], '500': ['aag', 'aal', 'aam', 'aat', 'aaw'], '2021': ['p25', 'aaba', 'aag', 'aako', 'aal'], '7': ['b', 'c', 'd', 'e', 'f'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw'], 'makapagtrabao': ['makapagtrabaho', 'makipagtrabaho', 'nakapagtrabaho', 'makakapagtrabaho', 'makapagbabago']}"
Thankful ako sa GMA dahil lagi nila akong pinagkakatiwalaan and siyempre grateful talaga ako dahil lagi nila akong binibigyan ng opportunity para para i-showcase ang talent ko.,Thankful ako sa GMA dahil lagi nila akong pinagkakatiwalaan and siyempre grateful talaga ako dahil lagi nila akong binibigyan ng opportunity para para i-showcase ang talent ko.,Thankful ako sa gia dahil lagi nila akong pinagkakatiwalaan and siyempre grateful talaga ako dahil lagi nila akong binibigyan ng opportunity para para i-showcase ang talent ko.,['GMA'],"{'GMA': ['ama', 'ga', 'gia', 'goma', 'gra']}"
Tingnan na lang natin!,Tingnan na lang natin!,Tingnan na lang natin!,[],{}
"Actually, true na parang nabawasan ang takot ng karamihan sa mga nagpapasukang new variant ng virus sa bansa dahil sa ibat ibang isyu sa laban ni Rabiya sa Miss U.","Actually, true na parang nabawasan ang takot ng karamihan sa mga nagpapasukang new variant ng virus sa bansa dahil sa ibat ibang isyu sa laban ni Rabiya sa Miss U.","Actually, are na parang nabawasan ang takot ng karamihan sa mga magpapatukang new variant ng virus sa bansa dahil sa ibat ibang isyu sa laban ni bariya sa Miss U.","['true', 'nagpapasukang', 'Rabiya']","{'true': ['tree', 'truce', 'are', 'arte', 'blue'], 'nagpapasukang': ['nagpapatukang', 'napapasukang', 'magpapatukang', 'mapapasukang', 'nagpapabusang'], 'Rabiya': ['kabiya', 'aniya', 'bariya', 'biya', 'gabya']}"
Una na kasing sinabi ni Duterte na siya na ang mag-o-audit ng binabatikos niyang Commission on Audit matapos nitong i-flag ang Department of Health atbp.,Una na kasing sinabi ni Duterte na siya na ang mag-o-audit ng binabatikos niyang Commission on Audit matapos nitong i-flag ang Department of Health atbp.,Una na kasing sinabi ni suwerte na siya na ang mag-o-audit ng binabatikos niyang Commission on Audit matapos nitong i-flag ang Department of Health atbp.,['Duterte'],"{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete']}"
Type kaya ni Manay Lolit na lumabas ng bahay lalo na a day before that lunch ay naka-schedule siyang magpa-dialysis?,Type kaya ni Manay Lolit na lumabas ng bahay lalo na a day before that lunch ay naka-schedule siyang magpa-dialysis?,Type kaya ni danay boli na lumabas ng bahay lalo na ag day before that lunch ay naka-schedule siyang magpa-dialysis?,"['Manay', 'Lolit', 'a']","{'Manay': ['anay', 'banay', 'danay', 'hanay', 'lanay'], 'Lolit': ['alit', 'balit', 'boli', 'bolt', 'coli'], 'a': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Plano naman aniya ng DILG na ipanukala na magkaroon ng limitasyon ang kapasidad sa pagdaraos ng mga campaign rallies bilang bahagi pa rin ng pag-iingat laban sa COVID-19.,Plano naman aniya ng DILG na ipanukala na magkaroon ng limitasyon ang kapasidad sa pagdaraos ng mga campaign rallies bilang bahagi pa rin ng pag-iingat laban sa COVID-19.,Plano naman aniya ng DILG na ipanukala na magkaroon ng limitasyon ang kapasidad sa pagdaraos ng mga campaign rallies bilang bahagi pa rin ng pag-iingat laban sa COVID-ag.,['19'],"{'19': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Gusto kong magkaroon ng pamamaraan na makausap yung fans, mga Noranians sa mundo, so pumayag ako magkaroon ng channel, ayon sa batikang aktres.","Gusto kong magkaroon ng pamamaraan na makausap yung fans, mga Noranians sa mundo, so pumayag ako magkaroon ng channel, ayon sa batikang aktres.","Gusto kong magkaroon ng pamamaraan na makausap yung fans, mga anomaliang sa mundo, so pumayag ako magkaroon ng channel, ayon sa batikang aktres.",['Noranians'],"{'Noranians': ['tiraniang', 'agrarian', 'anomaliang', 'aranyang', 'barandang']}"
"Base sa criminal record na nakalap, si Binbin ay nakakuha ng ransom money na P350 million mula sa pamilya ng kanyang biktima bilang kapalit sa kalayaan ng huli noong Agosto 25, 2019.","Base sa criminal record na nakalap, si Binbin ay nakakuha ng ransom money na P350 million mula sa pamilya ng kanyang biktima bilang kapalit sa kalayaan ng huli noong Agosto 25, 2019.","Base sa criminal record na nakalap, si Binbin ay nakakuha ng ransom money na p57 million mula sa pamilya ng kanyang biktima bilang kapalit sa kalayaan ng huli noong Agosto ad, aako.","['P350', '25', '2019']","{'P350': ['p25', 'p3', 'p57', 'p75', 'p'], '25': ['p25', 'ab', 'ad', 'ag', 'ah'], '2019': ['aaba', 'aag', 'aako', 'aal', 'aala']}"
Sinabi ni Duque na ire-review rin nila sa pulong ang ombibus guidelines para sa alert level System para mahigpit na maipatupad ito sakali babalik na ang bansa sa new normal.,Sinabi ni Duque na ire-review rin nila sa pulong ang ombibus guidelines para sa alert level System para mahigpit na maipatupad ito sakali babalik na ang bansa sa new normal.,Sinabi ni dudge na ire-review rin nila sa pulong ang babybus guidelines para sa alert level System para mahigpit na maipatupad ito sakali babalik na ang bansa sa new normal.,"['Duque', 'ombibus']","{'Duque': ['daue', 'duble', 'dudge', 'due', 'dugu'], 'ombibus': ['omnibus', 'ambus', 'babybus', 'birus', 'bombings']}"
"Sobra talaga sila sa bait, sincere na pakikisama at kahit pa nga mataas ang posisyon, nanatiling down to earth ang pakikisama sa mga tao.","Sobra talaga sila sa bait, sincere na pakikisama at kahit pa nga mataas ang posisyon, nanatiling down to earth ang pakikisama sa mga tao.","Sobra talaga sila sa bait, iniere na pakikisama at kahit pa nga mataas ang posisyon, nanatiling down to earth ang pakikisama sa mga tao.",['sincere'],"{'sincere': ['ineere', 'inere', 'iniere', 'since', 'sincerely']}"
May mga nagsasabi na macho ka dahil sa muscles mo.,May mga nagsasabi na macho ka dahil sa muscles mo.,May mga nagsasabi na macho ka dahil sa muscles mo.,[],{}
Bumaba na rin ang bilang ng pasyenteng nakaratay sa Philippine General Hospital (PGH) kasabay ng pagbaba ng mga bagong kaso sa Metro Manila ngunit mga malulubha ang kundisyon naman ang karamihan na naiwan.,Bumaba na rin ang bilang ng pasyenteng nakaratay sa Philippine General Hospital (PGH) kasabay ng pagbaba ng mga bagong kaso sa Metro Manila ngunit mga malulubha ang kundisyon naman ang karamihan na naiwan.,Bumaba na rin ang bilang ng pasyenteng nakaratay sa Philippine General Hospital (ph) kasabay ng pagbaba ng mga bagong kaso sa Metro Manila ngunit mga magluluha ang kundisyon naman ang karamihan na naiwan.,"['PGH', 'malulubha']","{'PGH': ['ngh', 'pg', 'ph', 'ag', 'aga'], 'malulubha': ['maluluha', 'lulubha', 'magluluha', 'makalubha', 'malubha']}"
"Ika-9 lang ng Nobyembre nang umatras si Duterte-Carpio mula sa kanyang orihinal na re-election bid sa Davao City, bagay na lalong nagpaypay sa tsismis na tatakbo siya sa pagkapangulo sa 2022 sa pamamagitan ng substitution.","Ika-9 lang ng Nobyembre nang umatras si Duterte-Carpio mula sa kanyang orihinal na re-election bid sa Davao City, bagay na lalong nagpaypay sa tsismis na tatakbo siya sa pagkapangulo sa 2022 sa pamamagitan ng substitution.","Ika-d lang ng Nobyembre nang umatras si suwerte-carpet mula sa kanyang orihinal na re-election bid sa daan City, bagay na lalong nagpaypay sa tsismis na tatakbo siya sa pagkapangulo sa aag sa pamamagitan ng substitution.","['9', 'Duterte', 'Carpio', 'Davao', '2022']","{'9': ['b', 'c', 'd', 'e', 'f'], 'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete'], 'Carpio': ['barrio', 'cargo', 'carpet', 'marpil', 'aapi'], 'Davao': ['avai', 'cavan', 'daan', 'dabaw', 'dadag'], '2022': ['p25', 'aaba', 'aag', 'aako', 'aal']}"
Kasama rin ni Santa sa pamamasyal sa Snow World ang Snowman.,Kasama rin ni Santa sa pamamasyal sa Snow World ang Snowman.,Kasama rin ni Santa sa pamamasyal sa show World ang anomang.,"['Snow', 'Snowman']","{'Snow': ['know', 'now', 'show', 'slow', 'snob'], 'Snowman': ['anoman', 'sinoman', 'anomang', 'anuman', 'crewman']}"
"Walang duda, kahit ang WIKIPEDIA na kalimitang ginagamit ng mga gustong magsaliksik ay nagpapatunay na ang PSN ang nangungunang tabloid newspaper sa buong bansa.","Walang duda, kahit ang WIKIPEDIA na kalimitang ginagamit ng mga gustong magsaliksik ay nagpapatunay na ang PSN ang nangungunang tabloid newspaper sa buong bansa.","Walang duda, kahit ang pedia na kalimitang ginagamit ng mga gustong magsaliksik ay nagpapatunay na ang pin ang nangungunang tabloid newspaper sa buong bansa.","['WIKIPEDIA', 'PSN']","{'WIKIPEDIA': ['dispedida', 'kikipkip', 'pedia', 'antipatia', 'bibiyada'], 'PSN': ['pan', 'pen', 'pin', 'pon', 'psa']}"
"Think inevitable naman talaga na kahit anong mangyari magkakaroon ng ganung pressure,? pakli ni Sef sa virtual mediacon ng naturang sitcom.","Think inevitable naman talaga na kahit anong mangyari magkakaroon ng ganung pressure,? pakli ni Sef sa virtual mediacon ng naturang sitcom.","Think inevitable naman talaga na kahit anong mangyari magkakaroon ng ganung pressure,? pakli ni sea sa virtual median ng naturang sitcom.","['Sef', 'mediacon']","{'Sef': ['eef', 'se', 'sea', 'sec', 'see'], 'mediacon': ['mediaman', 'mediamen', 'median', 'mediation', 'medico']}"
Matatandaan na naaresto ng NBI sa isang operasyon ang isang registered nurse sa isang ospital ng Maynila kasama ang dalawa na nagbebenta ng Sinovac vaccine.,Matatandaan na naaresto ng NBI sa isang operasyon ang isang registered nurse sa isang ospital ng Maynila kasama ang dalawa na nagbebenta ng Sinovac vaccine.,Matatandaan na naaresto ng nabi sa isang operasyon ang isang registered nurse sa isang ospital ng Maynila kasama ang dalawa na nagbebenta ng Sinovac vaccine.,['NBI'],"{'NBI': ['bi', 'ibi', 'nabi', 'nai', 'nbg']}"
Hindi rin pinapayagan ang lahat ng uri ng aktibidad sa Taal Lake.,Hindi rin pinapayagan ang lahat ng uri ng aktibidad sa Taal Lake.,Hindi rin pinapayagan ang lahat ng uri ng aktibidad sa Taal Lake.,[],{}
"Nang malaman ng mga taga-health center ang barangay ang nangyari, nagtungo sila sa bahay ng biktima at sinuri ang labi ng sanggol.","Nang malaman ng mga taga-health center ang barangay ang nangyari, nagtungo sila sa bahay ng biktima at sinuri ang labi ng sanggol.","Nang malaman ng mga taga-health center ang barangay ang nangyari, nagtungo sila sa bahay ng biktima at sinuri ang labi ng sanggol.",[],{}
"Kaya sa halip na mami yung nabibili, ang ginagawa binibili yung laman tapos yung sabaw.","Kaya sa halip na mami yung nabibili, ang ginagawa binibili yung laman tapos yung sabaw.","Kaya sa halip na mami yung nabibili, ang ginagawa binibili yung laman tapos yung sabaw.",[],{}
"Ayon sa ulat ng pulisya, bandang alas-9:00 ng gabi habang nasa loob ng EM Radora vulcanizing shop ang mga biktima at nanonood ng isang programa sa telebisyon nang dumating ang hindi nakikilalang mga salarin.","Ayon sa ulat ng pulisya, bandang alas-9:00 ng gabi habang nasa loob ng EM Radora vulcanizing shop ang mga biktima at nanonood ng isang programa sa telebisyon nang dumating ang hindi nakikilalang mga salarin.","Ayon sa ulat ng pulisya, bandang alas-d:ag ng gabi habang nasa loob ng EM orador vulcanizing shop ang mga biktima at nanonood ng isang programa sa telebisyon nang dumating ang hindi nakikilalang mga salarin.","['9', '00', 'Radora']","{'9': ['b', 'c', 'd', 'e', 'f'], '00': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Radora': ['ador', 'mayora', 'orador', 'radar', 'rado']}"
"Bukas po, may meeting ang pamunuan ng MMFF sa mga producers para po i-encourage na mag-submit sila ng entries para po summer film festival, saad ni Atty. Don Artes sa ginanap na mediacon sa tanggapan ng MMDA nung nakaraang Lunes.","Bukas po, may meeting ang pamunuan ng MMFF sa mga producers para po i-encourage na mag-submit sila ng entries para po summer film festival, saad ni Atty. Don Artes sa ginanap na mediacon sa tanggapan ng MMDA nung nakaraang Lunes.","Bukas po, may meeting ang pamunuan ng off sa mga producers para po i-encourage na mag-submit sila ng entries para po summer film festival, saad ni aat. Don aries sa ginanap na median sa tanggapan ng MMDA nung nakaraang Lunes.","['MMFF', 'Atty', 'Artes', 'mediacon']","{'MMFF': ['mm', 'mmda', 'off', 'abf', 'am'], 'Atty': ['atay', 'fatty', 'aat', 'aato', 'abay'], 'Artes': ['ares', 'aretes', 'aries', 'arnes', 'arte'], 'mediacon': ['mediaman', 'mediamen', 'median', 'mediation', 'medico']}"
Kung papasok ang 2018 Asian Games gold medal winner sa Top Three ng nasabing torneo ay pormal niyang maibubulsa ang Olympic berth.,Kung papasok ang 2018 Asian Games gold medal winner sa Top Three ng nasabing torneo ay pormal niyang maibubulsa ang Olympic berth.,Kung papasok ang aako asiman Games gold medal winner sa Top Three ng nasabing torneo ay pormal niyang ibubulsa ang lampin beat.,"['2018', 'Asian', 'maibubulsa', 'Olympic', 'berth']","{'2018': ['aaba', 'aag', 'aako', 'aal', 'aala'], 'Asian': ['arian', 'asias', 'asiman', 'asin', 'asinan'], 'maibubulsa': ['magbubulsa', 'naibubulsa', 'ibubulsa', 'magbubula', 'magbubusa'], 'Olympic': ['olympics', 'lampik', 'lampin', 'limpi', 'limpik'], 'berth': ['birth', 'beach', 'beat', 'belt', 'bent']}"
"Hindi naman tayo talaga pwede mag-relax, ani Monteverde.","Hindi naman tayo talaga pwede mag-relax, ani Monteverde.","Hindi naman tayo talaga pwede mag-relax, ani concede.",['Monteverde'],"{'Monteverde': ['boulevard', 'centered', 'concede', 'conference', 'conserve']}"
"Sa mga nagdaang karanasan niya, sinabi ni Liezel na ang pinakamalala ay pagkakaroon niya noon ng nobyo na pisikal siyang sinasaktan, at hindi lang emosyonal.","Sa mga nagdaang karanasan niya, sinabi ni Liezel na ang pinakamalala ay pagkakaroon niya noon ng nobyo na pisikal siyang sinasaktan, at hindi lang emosyonal.","Sa mga nagdaang karanasan niya, sinabi ni level na ang pinakamalala ay pagkakaroon niya noon ng nobyo na pisikal siyang sinasaktan, at hindi lang emosyonal.",['Liezel'],"{'Liezel': ['diesel', 'lebel', 'level', 'libel', 'bienes']}"
At ganun na pala katagal yun.,At ganun na pala katagal yun.,At ganun na pala katagal yun.,[],{}
"Dito na sila inabutan ng lockdown, doble-doble ang naging problema nila.","Dito na sila inabutan ng lockdown, doble-doble ang naging problema nila.","Dito na sila inabutan ng lockdown, doble-doble ang naging problema nila.",[],{}
Binalikan din ng aktor ang unang pagsabak niya sa Star Magic tour abroad noong nagsisimula pa lang siya sa showbiz na aniyay siyang pinaka-memorable sa kanya.,Binalikan din ng aktor ang unang pagsabak niya sa Star Magic tour abroad noong nagsisimula pa lang siya sa showbiz na aniyay siyang pinaka-memorable sa kanya.,Binalikan din ng aktor ang unang pagsabak niya sa Star Magic tour abroad noong nagsisimula pa lang siya sa showbiz na aniyay siyang pinaka-memorable sa kanya.,[],{}
"Basta alam ninyo, patuloy niya.","Basta alam ninyo, patuloy niya.","Basta alam ninyo, patuloy niya.",[],{}
Marami ang nag-react sa post na iyon ni Christian.,Marami ang nag-react sa post na iyon ni Christian.,Marami ang nag-react sa post na iyon ni cristina.,['Christian'],"{'Christian': ['christmas', 'crispin', 'cristina', 'kristiano', 'aasistihan']}"
"Binati raw niya nung nakaraang birthday ni Joey de Leon, pero hindi pa raw sila nagkikita dahil nag-iingat pa rin daw sila kahit medyo lumuwag na restrictions sapandemic.","Binati raw niya nung nakaraang birthday ni Joey de Leon, pero hindi pa raw sila nagkikita dahil nag-iingat pa rin daw sila kahit medyo lumuwag na restrictions sapandemic.","Binati raw niya nung nakaraang birthday ni copy de Leon, pero hindi pa raw sila nagkikita dahil nag-iingat pa rin daw sila kahit medyo lumuwag na restrictions pandemia.","['Joey', 'sapandemic']","{'Joey': ['body', 'boy', 'copy', 'does', 'ey'], 'sapandemic': ['pandemic', 'academic', 'pandemia', 'prepandemic', 'academia']}"
"??Tunay na kahanga-hanga ang limang LGUs na ito na nagpamalas ng matino, mahusay at maaasahang pangangalaga ng kanilang nasasakupang municipal waters na malaking bagay at tulong sa rehabilitation at preservation ng Manila Bay watershed area na bahagi ng kani-kanilang hurisdiksyon,? ani A?ño.","??Tunay na kahanga-hanga ang limang LGUs na ito na nagpamalas ng matino, mahusay at maaasahang pangangalaga ng kanilang nasasakupang municipal waters na malaking bagay at tulong sa rehabilitation at preservation ng Manila Bay watershed area na bahagi ng kani-kanilang hurisdiksyon,? ani A?ño.","??Tunay na kahanga-hanga ang limang LGUs na ito na nagpamalas ng matino, mahusay at maaasahang pangangalaga ng kanilang nasasakupang municipal waters na malaking bagay at tulong sa rehabilitation at preservation ng Manila Bay watershed area na bahagi ng kani-kanilang hurisdiksyon,? ani ag?co.","['A', 'ño']","{'A': ['ab', 'ad', 'ag', 'ah', 'ak'], 'ño': ['ao', 'bo', 'co', 'do', 'go']}"
