Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
"Parating na ang dry season o panahon ng tag-init sa bansa, ayon sa PAGASA.","Parating na ang dry season o panahon ng tag-init sa bansa, ayon sa PAGASA.","Parating na ang dry season o panahon ng tag-init sa bansa, ayon sa PAGASA.",[],{}
Inihayag ni Nietes na may ilang offers na itong natanggap ngunit hindi muna nito isiniwalat kung sino ang posibleng makaharap sa kanyang susunod na laban.,Inihayag ni Nietes na may ilang offers na itong natanggap ngunit hindi muna nito isiniwalat kung sino ang posibleng makaharap sa kanyang susunod na laban.,Inihayag ni intes na may ilang offers na itong natanggap ngunit hindi muna nito isiniwalat kung sino ang posibleng makaharap sa kanyang susunod na laban.,['Nietes'],"{'Nietes': ['aretes', 'bienes', 'intes', 'nets', 'niece']}"
"Never siyang nagsabi sa amin na taas-baba pala ang blood pressure niya, na meron siyang iniinom na gamot sa liver, isinekreto niya yun sa amin, pag-alala ni Eva.","Never siyang nagsabi sa amin na taas-baba pala ang blood pressure niya, na meron siyang iniinom na gamot sa liver, isinekreto niya yun sa amin, pag-alala ni Eva.","Never siyang nagsabi sa amin na taas-baba pala ang blood pressure niya, na meron siyang iniinom na gamot sa liver, isinekreto niya yun sa amin, pag-alala ni evap.",['Eva'],"{'Eva': ['era', 'eta', 'evap', 'iva', 'va']}"
Diyan po yung kasagsagan ng marami at malalakas na aftershocks.,Diyan po yung kasagsagan ng marami at malalakas na aftershocks.,Diyan po yung kasagsagan ng marami at malalakas na aftershocks.,[],{}
Pero kung pwede bigyan mo ko ng kamukha ni Richard Gomez.,Pero kung pwede bigyan mo ko ng kamukha ni Richard Gomez.,Pero kung pwede bigyan mo ko ng kamukha ni Richard dome.,['Gomez'],"{'Gomez': ['come', 'comes', 'dome', 'game', 'gamer']}"
Optimistiko ang National Collegiate Athletic Association (NCAA) management committee na masisimulan na ang training ng mga student-athletes bago matapos ang taong ito.,Optimistiko ang National Collegiate Athletic Association (NCAA) management committee na masisimulan na ang training ng mga student-athletes bago matapos ang taong ito.,Optimistiko ang National Collegiate Athletic Association (cal) management committee na masisimulan na ang training ng mga student-athletes bago matapos ang taong ito.,['NCAA'],"{'NCAA': ['naa', 'cab', 'cal', 'cam', 'can']}"
"Kahit lampas sa kalahating milyon ang nagpaturok ay kapos pa rin ito sa itinakdang target ng gobyerno na dapat mabakunahan sa DOH-Bicol na 1,152,952.Humirit.","Kahit lampas sa kalahating milyon ang nagpaturok ay kapos pa rin ito sa itinakdang target ng gobyerno na dapat mabakunahan sa DOH-Bicol na 1,152,952.Humirit.","Kahit lampas sa kalahating milyon ang nagpaturok ay kapos pa rin ito sa itinakdang target ng gobyerno na dapat mabakunahan sa DOH-Bicol na d,aal,aal.Humirit.","['1', '152', '952']","{'1': ['b', 'c', 'd', 'e', 'f'], '152': ['p57', 'aag', 'aal', 'aam', 'aat'], '952': ['p57', 'aag', 'aal', 'aam', 'aat']}"
"Bowenn Joey Masauding, dinakip ang mga suspek sa Binangonan, Rizal noong Hulyo 3 sa bisa ng warrant to search, seize and examine computer data Hindi muna pinangalanan ni Masauding ang mga suspek habang patuloy nilang iniimbestigahan kung may mga kasabwat pa ang mga ito.","Bowenn Joey Masauding, dinakip ang mga suspek sa Binangonan, Rizal noong Hulyo 3 sa bisa ng warrant to search, seize and examine computer data Hindi muna pinangalanan ni Masauding ang mga suspek habang patuloy nilang iniimbestigahan kung may mga kasabwat pa ang mga ito.","baleng copy mahapding, dinakip ang mga suspek sa Binangonan, bital noong Hulyo d sa bisa ng warrant to search, seize and examine computer data Hindi muna pinangalanan ni mahapding ang mga suspek habang patuloy nilang iniimbestigahan kung may mga kasabwat pa ang mga ito.","['Bowenn', 'Joey', 'Masauding', 'Rizal', '3', 'Masauding']","{'Bowenn': ['boteng', 'bowel', 'baleng', 'barena', 'baseng'], 'Joey': ['body', 'boy', 'copy', 'does', 'ey'], 'Masauding': ['masauling', 'magsauling', 'mahapding', 'maisauling', 'makauring'], 'Rizal': ['ribal', 'arial', 'bital', 'cial', 'dial'], '3': ['b', 'c', 'd', 'e', 'f']}"
"Kung sakali, baka gawin daw niya ang Alyas Pogi, pero hindi muna niya ilalabas sa mga sinehan kung ganito pa rin ang sitwasyon natin.","Kung sakali, baka gawin daw niya ang Alyas Pogi, pero hindi muna niya ilalabas sa mga sinehan kung ganito pa rin ang sitwasyon natin.","Kung sakali, baka gawin daw niya ang Alyas angi, pero hindi muna niya ilalabas sa mga sinehan kung ganito pa rin ang sitwasyon natin.",['Pogi'],"{'Pogi': ['pagi', 'pigi', 'angi', 'apog', 'bog']}"
Ang 2 international film awards na nakamitni Palma ay malaking tulong upang lalong tumaas ang antas at kalidad ng pelikulang Filipino at magbubukas ito ng dagdag na oportunidad para sa industriya ng film industry.,Ang 2 international film awards na nakamitni Palma ay malaking tulong upang lalong tumaas ang antas at kalidad ng pelikulang Filipino at magbubukas ito ng dagdag na oportunidad para sa industriya ng film industry.,Ang d international film awards na gagamitng Palma ay malaking tulong upang lalong tumaas ang antas at kalidad ng pelikulang Filipino at magbubukas ito ng dagdag na oportunidad para sa industriya ng film industry.,"['2', 'nakamitni']","{'2': ['b', 'c', 'd', 'e', 'f'], 'nakamitni': ['nakamit', 'nakamitsa', 'gagamitng', 'kakamit', 'lakambini']}"
Lumuhod naman si Manolet kay Kris at saka inalok ng kasal ang kaniyang nobya.,Lumuhod naman si Manolet kay Kris at saka inalok ng kasal ang kaniyang nobya.,Lumuhod naman si manhole kay Kris at saka inalok ng kasal ang kaniyang nobya.,['Manolet'],"{'Manolet': ['anklet', 'mallet', 'manhole', 'manulat', 'anglit']}"
"Ani Garcia, hindi man tinukoy kung ano ang mga brand ng bakuna, tatlong brand ang inaasahang darating sa katapusan ng Pebrero.","Ani Garcia, hindi man tinukoy kung ano ang mga brand ng bakuna, tatlong brand ang inaasahang darating sa katapusan ng Pebrero.","Ani garapa, hindi man tinukoy kung ano ang mga brand ng bakuna, tatlong brand ang inaasahang darating sa katapusan ng Pebrero.",['Garcia'],"{'Garcia': ['aria', 'gara', 'garapa', 'garil', 'garsa']}"
"Umapela ang Social Security System (SSS) sa mga mambabatas sa Kamara na ikonsidera ang pag-apruba sa panukalang pagtataas ng contribution rate para maipagkaloob ang mas mahusay na serbisyo sa mga miyembro, pensioners at kanilang mga benepisyaryo.","Umapela ang Social Security System (SSS) sa mga mambabatas sa Kamara na ikonsidera ang pag-apruba sa panukalang pagtataas ng contribution rate para maipagkaloob ang mas mahusay na serbisyo sa mga miyembro, pensioners at kanilang mga benepisyaryo.","Umapela ang Social Security System (SSS) sa mga mambabatas sa Kamara na ikonsidera ang pag-apruba sa panukalang pagtataas ng contribution rate para maipagkaloob ang mas mahusay na serbisyo sa mga miyembro, pensioners at kanilang mga benepisyaryo.",[],{}
Invalid din ng CA order ang halalan ng isa pang MVHAI faction na pinamumunuan nina Carmelo Marquez at Jose Temponuevlo nitong Mayo 22 na pinangangasiwaan din ng HSAC.,Invalid din ng CA order ang halalan ng isa pang MVHAI faction na pinamumunuan nina Carmelo Marquez at Jose Temponuevlo nitong Mayo 22 na pinangangasiwaan din ng HSAC.,Invalid din ng cab order ang halalan ng isa pang mahal faction na pinamumunuan nina karamelo marble at joke temporal nitong Mayo ag na pinangangasiwaan din ng asak.,"['CA', 'MVHAI', 'Carmelo', 'Marquez', 'Jose', 'Temponuevlo', '22', 'HSAC']","{'CA': ['ba', 'c', 'cab', 'cal', 'cam'], 'MVHAI': ['avai', 'maha', 'mahal', 'mahati', 'mai'], 'Carmelo': ['cartel', 'cartels', 'karamelo', 'aareglo', 'areglo'], 'Marquez': ['banquet', 'lacquer', 'marble', 'mare', 'marhen'], 'Jose': ['dose', 'hose', 'joke', 'lose', 'nose'], 'Temponuevlo': ['temporero', 'templo', 'temporal', 'temporarily', 'temporario'], '22': ['ab', 'ad', 'ag', 'ah', 'ak'], 'HSAC': ['asa', 'asad', 'asak', 'asal', 'asam']}"
"Womens Open, habang pinatunayan naman ni Nonito na hindi pa tapos ang kanyang laban sa boksing sa bago niyang titulo.","Womens Open, habang pinatunayan naman ni Nonito na hindi pa tapos ang kanyang laban sa boksing sa bago niyang titulo.","Womens Open, habang pinatunayan naman ni anito na hindi pa tapos ang kanyang laban sa boksing sa bago niyang titulo.",['Nonito'],"{'Nonito': ['bonito', 'aanito', 'anito', 'anonimo', 'bonita']}"
Sinabi rin ni Bea na dapat maging mapagmatyag sa isang relasyon at huwag maging bulag sa pag-ibig.,Sinabi rin ni Bea na dapat maging mapagmatyag sa isang relasyon at huwag maging bulag sa pag-ibig.,Sinabi rin ni beam na dapat maging mapagmatyag sa isang relasyon at huwag maging bulag sa pag-ibig.,['Bea'],"{'Bea': ['ba', 'be', 'beam', 'bear', 'beat']}"
"Pero dahil malabo ang kuha ng camera, hindi nakita ang plaka ng sasakyan at ang mga sakay nito.","Pero dahil malabo ang kuha ng camera, hindi nakita ang plaka ng sasakyan at ang mga sakay nito.","Pero dahil malabo ang kuha ng camera, hindi nakita ang plaka ng sasakyan at ang mga sakay nito.",[],{}
"Siguro, talagang test of courage and patience para sa lahat nang tinamaan ng bagyong ito.","Siguro, talagang test of courage and patience para sa lahat nang tinamaan ng bagyong ito.","Siguro, talagang test of course and patients para sa lahat nang tinamaan ng bagyong ito.","['courage', 'patience']","{'courage': ['comrade', 'cottage', 'course', 'coverage', 'encourage'], 'patience': ['patente', 'patient', 'patients', 'absence', 'atinde']}"
"Kaya nang kumbinsihin daw siya na gawing partylist ang PDP Cares Foundation na walang kinalaman sa PDP na Partido Demokratiko Pilipino, naisip niyang mas magiging malawak ang reach at walang mawawala kung susubukan nila.","Kaya nang kumbinsihin daw siya na gawing partylist ang PDP Cares Foundation na walang kinalaman sa PDP na Partido Demokratiko Pilipino, naisip niyang mas magiging malawak ang reach at walang mawawala kung susubukan nila.","Kaya nang kumbinsihin daw siya na gawing partylist ang PDP caes Foundation na walang kinalaman sa PDP na Partido Demokratiko Pilipino, naisip niyang mas magiging malawak ang each at walang mawawala kung susubukan nila.","['Cares', 'reach']","{'Cares': ['ares', 'cadres', 'caes', 'cafes', 'cages'], 'reach': ['beach', 'breach', 'each', 'preach', 'react']}"
"Ang pinakamalaking bilang ng mga umuwing OFW sa pamamagitan ng repatriation ay nagmumula sa Saudi Arabia, Kuwait, Qatar, Oman at Jordan.","Ang pinakamalaking bilang ng mga umuwing OFW sa pamamagitan ng repatriation ay nagmumula sa Saudi Arabia, Kuwait, Qatar, Oman at Jordan.","Ang pinakamalaking bilang ng mga umuwing aaw sa pamamagitan ng repatriation ay nagmumula sa audio aabla, kait, altar, nman at oorden.","['OFW', 'Saudi', 'Arabia', 'Kuwait', 'Qatar', 'Oman', 'Jordan']","{'OFW': ['of', 'off', 'aaw', 'arw', 'aw'], 'Saudi': ['sauli', 'aaudit', 'audio', 'audit', 'hapdi'], 'Arabia': ['aaabla', 'aaba', 'aabla', 'acacia', 'alabin'], 'Kuwait': ['kuwit', 'duwit', 'kait', 'kalait', 'kawit'], 'Qatar': ['aasar', 'aatas', 'altar', 'ata', 'atag'], 'Oman': ['iman', 'man', 'nman', 'osan', 'roman'], 'Jordan': ['kordon', 'korean', 'oorden', 'orden', 'organ']}"
"Sa episode ng ""Kapuso Mo, Jessica Soho"" nitong Linggo, sinubaybayan ang buwis-buhay na gawain ni Lola Gloria na nagsisimula sa paghahanda niya ng babauning pananghalian na isang isda at kanin sa pag-akyat niya sa bundok.","Sa episode ng ""Kapuso Mo, Jessica Soho"" nitong Linggo, sinubaybayan ang buwis-buhay na gawain ni Lola Gloria na nagsisimula sa paghahanda niya ng babauning pananghalian na isang isda at kanin sa pag-akyat niya sa bundok.","Sa episode ng ""abuso Mo, bestida soo"" nitong Linggo, sinubaybayan ang buwis-buhay na gawain ni Lola florita na nagsisimula sa paghahanda niya ng babauning pananghalian na isang isda at kanin sa pag-akyat niya sa bundok.","['Kapuso', 'Jessica', 'Soho', 'Gloria']","{'Kapuso': ['kapus', 'aabuso', 'abuso', 'baruso', 'isapuso'], 'Jessica': ['bassic', 'bensina', 'bestida', 'cessna', 'eespiya'], 'Soho': ['saho', 'solo', 'soo', 'soro', 'baho'], 'Gloria': ['glorya', 'flora', 'florita', 'galeria', 'glory']}"
"Sinabi ni Silvio na matapos ang pamamaril sa pangulo ng kooperatiba, naglagay agad ang pulisya ng blocking force sa posibleng lalabasan ng mga suspek.","Sinabi ni Silvio na matapos ang pamamaril sa pangulo ng kooperatiba, naglagay agad ang pulisya ng blocking force sa posibleng lalabasan ng mga suspek.","Sinabi ni silain na matapos ang pamamaril sa pangulo ng kooperatiba, naglagay agad ang pulisya ng blocking force sa posibleng lalabasan ng mga suspek.",['Silvio'],"{'Silvio': ['salvo', 'silabo', 'silain', 'silbi', 'sili']}"
Todong suporta raw ang ibinibigay nina Jessa at Dingdong sa baguhang aktres.,Todong suporta raw ang ibinibigay nina Jessa at Dingdong sa baguhang aktres.,Todong suporta raw ang ibinibigay nina cessna at dihadong sa baguhang aktres.,"['Jessa', 'Dingdong']","{'Jessa': ['bersa', 'bussa', 'cessna', 'etsa', 'jets'], 'Dingdong': ['dingding', 'digong', 'dihadong', 'dinamong', 'dinayong']}"
Ika-23 ng Hunyo lang nang mag-crash din ang bagong-biling S-701 Blackhawk utility helicopter ng Pilipinas ilang milya mula sa Col.,Ika-23 ng Hunyo lang nang mag-crash din ang bagong-biling S-701 Blackhawk utility helicopter ng Pilipinas ilang milya mula sa Col.,Ika-ad ng Hunyo lang nang mag-crash din ang bagong-biling S-aam blackna utility helicopter ng Pilipinas ilang milya mula sa Col.,"['23', '701', 'Blackhawk']","{'23': ['p3', 'ab', 'ad', 'ag', 'ah'], '701': ['aag', 'aal', 'aam', 'aat', 'aaw'], 'Blackhawk': ['backpack', 'blackmail', 'blackna', 'alawihaw', 'backhoe']}"
"As bida-bida, Miss Everything talaga ako noong high school kasi nga po, nag-aartista na, nag-join pa ako ng varsity, sumali pa ako sa dance club.","As bida-bida, Miss Everything talaga ako noong high school kasi nga po, nag-aartista na, nag-join pa ako ng varsity, sumali pa ako sa dance club.","As bida-bida, Miss anything talaga ako noong high school kasi nga po, nag-aartista na, nag-joint pa ako ng adversity, sumali pa ako sa dance club.","['Everything', 'join', 'varsity']","{'Everything': ['everytime', 'exerting', 'anything', 'baryahing', 'birthing'], 'join': ['coin', 'john', 'joint', 'ahin', 'akin'], 'varsity': ['variety', 'acuity', 'adversity', 'barit', 'brity']}"
May friends kasi kaming gustong mag-Baguio pero sabi raw sa mga hotel doon ay may malaking kasalan nga kaya hindi na sila puwedeng i-accommodate.,May friends kasi kaming gustong mag-Baguio pero sabi raw sa mga hotel doon ay may malaking kasalan nga kaya hindi na sila puwedeng i-accommodate.,May friends kasi kaming gustong mag-Baguio pero sabi raw sa mga hotel doon ay may malaking kasalan nga kaya hindi na sila puwedeng i-accommodate.,[],{}
"Sina Piolo Pascual at Kathryn ang nag-cut ng ribbon ng bagong resort na ito sa El Nido, Palawan at nandun din si Daniel para samahan ang aktres.","Sina Piolo Pascual at Kathryn ang nag-cut ng ribbon ng bagong resort na ito sa El Nido, Palawan at nandun din si Daniel para samahan ang aktres.","Sina biola panual at bathin ang nag-cut ng ribbon ng bagong resort na ito sa El iro, pailawan at anden din si Daniel para samahan ang aktres.","['Piolo', 'Pascual', 'Kathryn', 'Niro', 'Palawan', 'nandun']","{'Piolo': ['polo', 'bilo', 'biola', 'biolon', 'bolo'], 'Pascual': ['casual', 'pagsual', 'panual', 'pasal', 'pasugal'], 'Kathryn': ['kathain', 'baterya', 'bathin', 'batirya', 'eatery'], 'Niro': ['biro', 'hiro', 'iro', 'nido', 'nigo'], 'Palawan': ['galawan', 'halawan', 'pailawan', 'palaban', 'palagan'], 'nandun': ['andun', 'nandon', 'anden', 'andon', 'ganun']}"
Ngunit patuloy pa rin ang kanyang pagdala ng pagmamahal sa inyo na ang kanyang mensahe na mahalin ang ating bansang Pilipinas.,Ngunit patuloy pa rin ang kanyang pagdala ng pagmamahal sa inyo na ang kanyang mensahe na mahalin ang ating bansang Pilipinas.,Ngunit patuloy pa rin ang kanyang pagdala ng pagmamahal sa inyo na ang kanyang mensahe na mahalin ang ating bansang Pilipinas.,[],{}
"Nagbigay rin ng kontribusyon si Kobe Monje na may 10 points at dalawang assists gayundin si Kurt Reyson na may anim na puntos, walong rebounds, tatlong assists at dalawang steals para sa Knights.","Nagbigay rin ng kontribusyon si Kobe Monje na may 10 points at dalawang assists gayundin si Kurt Reyson na may anim na puntos, walong rebounds, tatlong assists at dalawang steals para sa Knights.","Nagbigay rin ng kontribusyon si adobe cone na may ag points at dalawang aasisti gayundin si kuro leson na may anim na puntos, walong rebond, tatlong aasisti at dalawang ideals para sa insights.","['Kobe', 'Monje', '10', 'assists', 'Kurt', 'Reyson', 'rebounds', 'assists', 'steals', 'Knights']","{'Kobe': ['kober', 'kobre', 'adobe', 'be', 'bibe'], 'Monje': ['monte', 'bone', 'cone', 'confe', 'done'], '10': ['ab', 'ad', 'ag', 'ah', 'ak'], 'assists': ['assist', 'aasiste', 'aasisti', 'artists', 'asiste'], 'Kurt': ['kura', 'kurit', 'kuro', 'kurot', 'kurta'], 'Reyson': ['reason', 'kreyon', 'leson', 'lesson', 'letson'], 'rebounds': ['rebound', 'bounds', 'rebond', 'refunds', 'rounds'], 'steals': ['seals', 'deals', 'ideals', 'meals', 'seal'], 'Knights': ['flights', 'heights', 'insights', 'lights', 'night']}"
"Idinagdag niya na sa kabila ng ‘truce’, maaaring magkaroon ng bayolasyon sa isa sa mga panig na posibleng maging dahilan ng panibagong sagupaan na maglalagay sa mga OFWs sa panganib.","Idinagdag niya na sa kabila ng ‘truce’, maaaring magkaroon ng bayolasyon sa isa sa mga panig na posibleng maging dahilan ng panibagong sagupaan na maglalagay sa mga OFWs sa panganib.","idinadag niya na sa kabila ng ‘truce’, maaaring magkaroon ng bayolasyon sa isa sa mga panig na posibleng maging dahilan ng panibagong sagupaan na maglalagay sa mga news sa panganib.","['Irinagdag', 'OFWs']","{'Irinagdag': ['idinagdag', 'dinagdag', 'idinadag', 'alinagnag', 'binagbag'], 'OFWs': ['laws', 'maws', 'news', 'oas', 'of']}"
Magbabalik na pala ang The Clash na nasa 4thseason na.,Magbabalik na pala ang The Clash na nasa 4thseason na.,Magbabalik na pala ang The Clash na nasa reason na.,['4thseason'],"{'4thseason': ['season', 'treason', 'reason', 'seasons', 'stepson']}"
Nakapag-disinfect na rin daw sa walong Barangay sa Cuenca kasama ang Barangay Emmanuel na nakitaan ng pinakamaraming kaso.,Nakapag-disinfect na rin daw sa walong Barangay sa Cuenca kasama ang Barangay Emmanuel na nakitaan ng pinakamaraming kaso.,Nakapag-disinfect na rin daw sa walong Barangay sa agenda kasama ang Barangay ammended na nakitaan ng pinakamaraming kaso.,"['Cuenca', 'Emmanuel']","{'Cuenca': ['buena', 'agency', 'agenda', 'ahency', 'arena'], 'Emmanuel': ['mantel', 'manual', 'ammended', 'arancel', 'aransel']}"
