Sentence,Rough_POS,Detailed_POS,Lemmatized_Sentence
"Sa kabila nito, ang pinalabas na pahayag na ang mga kwarto ng mga hotelay kabilang sa mga pangunahing paraan ng pamamahagi; ang mga hotel ay nabibilang sa malaking bahagi ng merkado na nagsasahimpapawid ng pornograpiya.",CC.* CC.* PR.* PM.* DT.* VB.* CC.* NN.* CC.* DT.* DT.* NN.* CC.* DT.* FW CC.* CC.* DT.* JJ.*_CC.* NN.* CC.* NN.* PM.* DT.* DT.* NN.* LM VB.* CC.* JJ.*_CC.* NN.* CC.* NN.* CC.* VB.* CC.* NN.* PM.*,CCT CCT PRO PMC DTC VBTS CCP NNC CCP DTC DTCP NNC CCB DTCP FW CCB CCT DTCP JJD_CCP NNC CCB NNC PMSC DTC DTCP NNC LM VBTR CCT JJD_CCP NNC CCB NNC CCP VBTR CCB NNC PMP,"sa kabila nito, ang labas na hayag na ang mga kwarto ng mga hotelay kabila sa mga pangunahing paraan ng pamamahagi; ang mga hotel ay bila sa laki bahagi ng merkado na nagsasahimpapawid ng pornograpiya.",
Ang Republika ng Islam sa Iran ay nagpahayag na sila ay nangangasiwa ng pagsasanay ng mga hukbong-dagat sa Kipot ng Hormuz.,DT.* NN.* CC.* NN.* CC.* NN.* LM VB.* CC.* PR.* LM VB.* CC.* NN.* CC.* DT.* NN.*_CC.* PM.* NN.* CC.* NN.* CC.* NN.* PM.*,DTC NNP CCB NNP CCT NNP LM VBTS CCP PRP LM VBTR CCB NNC CCB DTCP NNC_CCP PMS NNC CCT NNP CCB NNP PMP,ang republika ng islam sa iran ay hayag na sila ay ngasiwa ng sanay ng mga dagat sa kipot ng hormuz.,
"Ayon sa taga Iran na hukbong-dagat na si Habibollah Sayyari, ang pagsasanay ng ""Velayat 91"" - ay gaganapin sa loob ng anim na araw na matatapos sa Miyerkules - ay naglalayong ipamalas ""ang kapabilidad ng mga hukbong sandatahan ng militar.""",RB.* CC.* JJ.* NN.* CC.* NN.*_CC.* PM.* NN.* CC.* DT.* NN.* NN.* PM.* DT.* NN.* CC.* PM.* NN.* CD.* PM.* PM.* LM VB.* CC.* NN.* CC.* JJ.* CC.* NN.* CC.* VB.* CC.* NN.* PM.* LM RB.*_CC.* VB.* PM.* DT.* NN.* CC.* DT.* NN.*_CC.* NN.* CC.* NN.* PM.* PM.*,RBR CCT JJD NNP CCP NNC_CCP PMS NNC CCP DTP NNP NNP PMC DTC NNC CCB PMS NNP CDB PMS PMS LM VBTF CCT NNC CCB JJN CCP NNC CCP VBTF CCT NNP PMS LM RBD_CCP VBOF PMS DTC NNC CCB DTCP NNC_CCP NNC CCB NNC PMP PMS,"ayon sa taga iran na dagat na si habibollah sayyari, ang sanay ng ""velayat 91"" - ay ganap sa loob ng anim na araw na tapos sa miyerkules - ay layo talas ""ang kapabilidad ng mga hukbo sandata ng militar.""",
Ang mga nag uulat ng balita na pinatatakbo ng estado ng Iran ay nagbabala sa lahat ng mga barko na lumayo muna hanggang sa matapos ang mga pagsasanay.,DT.* DT.* PR.*_CC.* NN.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* LM VB.* CC.* PR.* CC.* DT.* NN.* CC.* VB.*_VB.* RB.* RB.* CC.* VB.* DT.* DT.* NN.* PM.*,DTC DTCP PRSP_CCP NNC CCB NNC CCP VBTR CCB NNC CCB NNP LM VBTR CCT PRI CCB DTCP NNC CCP VBTS_VBAF RBI RBW CCT VBW DTC DTCP NNC PMP,ang mga nag uulat ng balita na takbo ng estado ng iran ay babala sa lahat ng mga barko na layo muna hanggang sa tapos ang mga pagsasanay.,
Ayon sa balitang ito ang mga pagsasanay - na nagsimula noong Biyernes - ay isasagawa sa humigit-kumulang sa kalahating milyong milya kuwadrado (isang milyong kilometro kuwadrado) sa kahabaan ng tubig mula sa Kipot ng Hormuz hanggang sa hilagang bahagi ng karagatan ng India na kasama ang Gulpo ng Oman.,RB.* CC.* NN.*_CC.* PR.* DT.* DT.* NN.* PM.* CC.* VB.* RB.*_CC.* NN.* PM.* LM VB.* CC.* VB.* PM.* VB.* CC.* JJ.*_CC.* NN.*_CC.* NN.* NN.* NN.* JJ.*_CC.* NN.*_CC.* NN.* NN.* NN.* CC.* NN.* CC.* NN.* RB.* CC.* NN.* CC.* NN.* RB.* CC.* JJ.*_CC.* NN.* CC.* NN.* CC.* NN.* CC.* CC.* DT.* NN.* CC.* NN.* PM.*,RBR CCT NNC_CCP PRO DTC DTCP NNC PMS CCP VBTS RBW_CCP NNP PMS LM VBTF CCT VBAF PMS VBAF CCT JJD_CCP NNC_CCP NNC NNC NNPA JJN_CCP NNC_CCP NNC NNC NNPA CCT NNC CCB NNC RBL CCT NNP CCB NNP RBW CCT JJD_CCP NNC CCB NNC CCB NNP CCP CCB DTC NNP CCB NNP PMP,ayon sa balita ito ang mga sanay - na simula noo biyernes - ay isasagawa sa kulang sa kalahating milyong milya kuwadrado (isang milyong kilometro kuwadrado) sa haba ng tubig mula sa kipot ng hormuz hanggang sa hilaga bahagi ng karagatan ng india na kasama ang gulpo ng oman.,
Ang Kipot ng Hormuz ay isang pangunahing ruta ng mga barko na may napakalaking estratehikong kahalagahan.,DT.* NN.* CC.* NN.* LM PR.*_CC.* JJ.*_CC.* NN.* CC.* DT.* NN.* CC.* VB.* JJ.*_JJ.*_CC.* JJ.*_CC.* NN.* PM.*,DTC NNP CCB NNP LM PRI_CCP JJD_CCP NNC CCB DTCP NNC CCP VBH JJCS_JJD_CCP JJD_CCP NNC PMP,ang kipot ng hormuz ay isa pangunahing ruta ng mga barko na may napakalaking estratehikong kahalagahan.,
"Ayon sa Administrasyon ng mga Kaalaman sa Enerhiya ng U.S., 17 milyon na bariles ng langis ay dumadaan sa bahaging ito ng Gulpo ng Persya kada araw.",RB.* CC.* NN.* CC.* DT.* NN.* CC.* NN.* CC.* NN.* NN.* PM.* CD.* NN.* CC.* NN.* CC.* NN.* LM VB.*_VB.* CC.* NN.*_CC.* PR.* CC.* NN.* CC.* NN.* PR.* NN.* PM.*,RBR CCT NNP CCB DTCP NNP CCT NNP CCB NNPA NNPA PMC CDB NNC CCP NNC CCB NNC LM VBTR_VBAF CCT NNC_CCP PRO CCB NNP CCB NNP PRI NNC PMP,"ayon sa administrasyon ng mga alam sa enerhiya ng u.s., 17 milyon na bariles ng langis ay dada sa bahagi ito ng gulpo ng persya kada araw.",
Ito ay halos 20 porsiyento ng kalakalan ng langis sa buong mundo at 35 porsiyento ng langis na ibinabyahe sa dagat.,PR.* LM JJ.* CD.* NN.* CC.* NN.* CC.* NN.* CC.* PR.*_CC.* NN.* CC.* CD.* NN.* CC.* NN.* CC.* VB.* CC.* NN.* PM.*,PRO LM JJD CDB NNC CCB NNC CCB NNC CCT PRI_CCP NNC CCA CDB NNC CCB NNC CCP VBTR CCT NNC PMP,ito ay halos 20 porsiyento ng kalakal ng langis sa buo mundo at 35 porsiyento ng langis na ibinabyahe sa dagat.,
Ito ay isa lamang sa mga serye ng pangunahing mga pagsasanay ng hukbong-dagat na isinasagawa ng Iran sa Kipot ng Hormuz.,PR.* LM PR.* RB.* CC.* DT.* NN.* CC.* JJ.*_CC.* DT.* NN.* CC.* NN.* PM.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* CC.* NN.* PM.*,PRO LM PRI RBI CCT DTCP NNC CCB JJD_CCP DTCP NNC CCB NNC PMS NNC CCP VBTR CCB NNP CCT NNP CCB NNP PMP,ito ay isa lamang sa mga serye ng pangunahing mga sanay ng dagat na isinasagawa ng iran sa kipot ng hormuz.,
"Sampung araw ng pagsasanay ng, ""Velayat 90"", ay naisagawa noong nakaraang Disyembre at bago iyun ang ""Velayat 89"" isang taon at kalahati ang nakaraan noong 2010 ng Mayo.",JJ.*_CC.* NN.* CC.* NN.* CC.* PM.* PM.* NN.* CD.* PM.* PM.* LM VB.* RB.*_CC.* RB.*_CC.* NN.* CC.* RB.* VB.* DT.* PM.* NN.* CD.* PM.* PR.*_CC.* NN.* CC.* PR.* DT.* VB.* RB.*_CC.* CD.* CC.* NN.* PM.*,JJN_CCP NNC CCB NNC CCB PMC PMS NNP CDB PMS PMC LM VBTS RBW_CCP RBW_CCP NNP CCA RBW VBOF DTC PMS NNP CDB PMS PRI_CCP NNC CCA PRI DTC VBTS RBW_CCP CDB CCB NNP PMP,"sampu araw ng sanay ng, ""velayat 90"", ay naisagawa noo nakaraang disyembre at bago iyun ang ""velayat 89"" isa taon at kalahati ang kara noo 2010 ng mayo.",
"Noong nakaraang apat na buwan, ang Estados Unidos kasama ang ilan nitong kaalyado ay nagsagawa din ng mga serye ng pagsasanay at pagpapalakas ng hukbong-dagat, na inaalaala na panatilihing bukas ang kipot.",RB.*_CC.* VB.*_CC.* JJ.* CC.* NN.* PM.* DT.* NN.* NN.* CC.* DT.* PR.* PR.*_CC.* JJ.* LM VB.* RB.* CC.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* NN.*_CC.* PM.* NN.* PM.* CC.* VB.* CC.* RB.*_CC.* JJ.* DT.* NN.* PM.*,RBW_CCP VBTS_CCP JJN CCP NNC PMC DTC NNP NNP CCB DTC PRQ PRO_CCP JJD LM VBTS RBI CCB DTCP NNC CCB NNC CCA NNC CCB NNC_CCP PMS NNC PMC CCP VBTR CCP RBD_CCP JJD DTC NNC PMP,"noo nakaraang apat na buwan, ang estados unidos kasama ang ilan nito alyado ay nagsagawa din ng mga serye ng sanay at lakas ng hukbong-dagat, na alaala na panatilihing bukas ang kipot.",
Sinabi ng Iran na maaring saraduhan nila ang kipot kung sakaling ang kanilang programang nukleyar ay salakayin.,VB.* CC.* NN.* CC.* VB.*_CC.* VB.* PR.* DT.* NN.* CC.* RB.*_CC.* DT.* PR.*_CC.* NN.*_CC.* JJ.* LM VB.* PM.*,VBTS CCB NNP CCP VBS_CCP VBOF PRP DTC NNC CCR RBM_CCP DTC PRSP_CCP NNC_CCP JJD LM VBOF PMP,sabi ng iran na ari saraduhan nila ang kipot kung sakali ang kanila programa nukleyar ay salakayin.,
"Lumagapak palabas ng Pandaigdigang Cup sa Cricket ng 2011 ang Timog Aprika pagkatapos matalo ng New Zealand sa kworterpinal, na palaro sa Mirpur, sa Bangladesh.",VB.*_VB.* NN.* CC.* NN.*_CC.* NN.* CC.* NN.* CC.* CD.* DT.* NN.* NN.* VB.* VB.* CC.* NN.* NN.* CC.* NN.* PM.* CC.* NN.* CC.* NN.* PM.* CC.* NN.* PM.*,VBTR_VBAF NNC CCB NNP_CCP NNP CCT NNP CCB CDB DTC NNP NNP VBW VBW CCB NNP NNP CCT NNC PMC CCP NNC CCT NNP PMC CCT NNP PMP,"lagapak labas ng pandaigdigang cup sa cricket ng 2011 ang timog aprika tapos talo ng new zealand sa kworterpinal, na laro sa mirpur, sa bangladesh.",
"Sa paghahabol nila ang target na 222 na tagumpay, ibinigay ng Timog Aprika ang lahat para makapuntos ng 172 pagkatapos ng ispiradong paglalaro ng bowling nina Jacob Oram at Nathan McCullum.",CC.* VB.* PR.* DT.* NN.* CC.* CD.* CC.* NN.* PM.* VB.* CC.* NN.* NN.* DT.* PR.* CC.* VB.* CC.* CD.* VB.* CC.* JJ.*_CC.* NN.* CC.* FW DT.* NN.* NN.* CC.* NN.* NN.* PM.*,CCT VBW PRP DTC NNC CCP CDB CCP NNC PMC VBOF CCB NNP NNP DTC PRI CCT VBW CCB CDB VBW CCB JJD_CCP NNC CCB FW DTPP NNP NNP CCA NNP NNP PMP,"sa habol nila ang target na 222 na tagumpay, bigay ng timog aprika ang lahat para puntos ng 172 tapos ng ispiradong laro ng bowling nina jacob oram at nathan mccullum.",
Sa simula napigilan ng Timog Aprika ng 221 ang kiwis sa pagkatalo sa 8 wikets.,CC.* RB.* VB.* CC.* NN.* NN.* CC.* CD.* DT.* NN.* CC.* NN.* CC.* CD.* FW PM.*,CCT RBW VBTS CCB NNP NNP CCB CDB DTC NNC CCT NNC CCT CDB FW PMP,sa simula pigil ng timog aprika ng 221 ang kiwis sa talo sa 8 wikets.,
"Pagkatapos, pinakamalaki ang iskor na nakuha ni Jesse Ryder para sa NZ na may 83 na puntos habang si Ross Taylor ay naka iskor ng 43.",VB.* PM.* JJ.*_JJ.* DT.* NN.* CC.* VB.* DT.* NN.* NN.* CC.* CC.* NN.* CC.* VB.* CD.* CC.* NN.* RB.* DT.* NN.* NN.* LM VB.* NN.* CC.* CD.* PM.*,VBW PMC JJCS_JJD DTC NNC CCP VBTS DTP NNP NNP CCT CCT NNPA CCP VBH CDB CCP NNC RBW DTP NNP NNP LM VBTS NNC CCB CDB PMP,"pagkatapos, laki ang iskor na kuha ni jesse ryder para sa nz na may 83 na puntos habang si ross taylor ay naka iskor ng 43.",
Nakuha ni Morne Morkel ang tatlong wikets habang ang malakas na bowler na sina Steyn at Spinner Imran Tahir ay nakakuha ng tig dalawa bawat isa.,VB.* DT.* NN.* NN.* DT.* JJ.*_CC.* FW RB.* DT.* JJ.* CC.* NN.* CC.* DT.* NN.* CC.* NN.* NN.* NN.* LM VB.* CC.* NN.* CD.* PR.* PR.* PM.*,VBTS DTP NNP NNP DTC JJN_CCP FW RBW DTC JJD CCP NNC CCP DTPP NNP CCA NNP NNP NNP LM VBTS CCB NNC CDB PRI PRI PMP,kuha ni morne morkel ang tatlong wikets habang ang lakas na bowler na sina steyn at spinner imran tahir ay kuha ng tig dalawa bawat isa.,
Bumagsak ang Timog Aprika mula sa 121 sa tatlong wikets at natalo sa huling pitong wikets na may 51 na puntos.,VB.* DT.* NN.* NN.* RB.* CC.* CD.* CC.* JJ.*_CC.* FW CC.* VB.* CC.* JJ.*_CC.* JJ.*_CC.* FW CC.* VB.* CD.* CC.* NN.* PM.*,VBAF DTC NNP NNP RBL CCT CDB CCT JJN_CCP FW CCA VBTS CCT JJD_CCP JJN_CCP FW CCP VBH CDB CCP NNC PMP,bagsak ang timog aprika mula sa 121 sa tatlong wikets at talo sa huli pito wikets na may 51 na puntos.,
"Si McCullum, na binuksan ang bowling para sa NZ, ay nakakuha ng tatlong wikets habang si Oram ay nakakuha ng karagdagang apat na wikets at naging dahilan ng simula ng pagbagsak.",DT.* NN.* PM.* CC.* VB.* DT.* FW CC.* CC.* NN.* PM.* LM VB.* CC.* JJ.*_CC.* FW RB.* DT.* NN.* LM VB.* CC.* JJ.*_CC.* JJ.* CC.* FW CC.* VB.* NN.* CC.* RB.* CC.* NN.* PM.*,DTP NNP PMC CCP VBOF DTC FW CCT CCT NNPA PMC LM VBTS CCB JJN_CCP FW RBW DTP NNP LM VBTS CCB JJD_CCP JJN CCP FW CCA VBTS NNC CCB RBW CCB NNC PMP,"si mccullum, na binuksan ang bowling para sa nz, ay kuha ng tatlong wikets habang si oram ay kuha ng karagdagang apat na wikets at naging dahilan ng simula ng pagbagsak.",
Makikipaglaro ang NZ alinman sa Srilanka o Inglatera sa kalagitnaan bago ang katapusan.,VB.* DT.* NN.* PR.* CC.* NN.* CC.* NN.* CC.* NN.* RB.* DT.* NN.* PM.*,VBW DTC NNPA PRI CCT NNP CCT NNP CCT NNC RBW DTC NNC PMP,makikipaglaro ang nz alinman sa srilanka o inglatera sa kalagitnaan bago ang katapusan.,
"Hindi humarap sa korte si Kadyrov pero ang kaniyang abogado na si, Andrei Krasnenkov, ay hindi man lamang tumawag ng mga saksi o nagtanong sa mga saksi na dala ng depensa.",RB.* VB.* CC.* NN.* DT.* NN.* CC.* DT.* PR.*_CC.* NN.* CC.* DT.* PM.* NN.* NN.* PM.* LM RB.* RB.* RB.* VB.* CC.* DT.* NN.* CC.* VB.* CC.* DT.* NN.* CC.* JJ.* CC.* NN.* PM.*,RBF VBAF CCT NNC DTP NNP CCT DTC PRSP_CCP NNC CCP DTP PMC NNP NNP PMC LM RBF RBI RBI VBAF CCB DTCP NNC CCT VBTS CCT DTCP NNC CCP JJD CCB NNC PMP,"hindi harap sa korte si kadyrov pero ang kaniya abogado na si, andrei krasnenkov, ay hindi man lamang tawag ng mga saksi o tano sa mga saksi na dala ng depensa.",
Sabi ni Krasnenkov na ang mga pananalita ni Orlov ay nakakatulong sa paglikha ng kaguluhan sa Chechnya at sinabi niya sa mga mamamahayag na ang mga ""tagapagtanggol ng mga karapatang pantao ay mga miserableng tao."",VB.* DT.* NN.* CC.* DT.* DT.* NN.* DT.* NN.* LM VB.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* VB.* PR.* CC.* DT.* NN.* CC.* DT.* DT.* PM.* NN.* CC.* DT.* NN.*_CC.* JJ.* LM DT.* JJ.*_CC.* NN.* PM.* PM.*,VBS DTP NNP CCP DTC DTCP NNC DTP NNP LM VBTR CCT NNC CCB NNC CCT NNP CCA VBTS PRS CCT DTCP NNC CCP DTC DTCP PMS NNC CCB DTCP NNC_CCP JJD LM DTCP JJD_CCP NNC PMP PMS,sabi ni krasnenkov na ang mga lita ni orlov ay tulong sa likha ng kaguluhan sa chechnya at sabi niya sa mga hayag na ang mga ""tagapagtanggol ng mga karapatang pantao ay mga miserable tao."",
"Si Estemirova ay napagbantaan na ng ilang beses ni Kadyrov dahilan upang ito ay umalis ng Rusiya, na kung minsan tumatagal ng ilang buwan.",DT.* NN.* LM VB.* RB.* CC.* PR.*_CC.* NN.* DT.* NN.* NN.* CC.* PR.* LM VB.* CC.* NN.* PM.* CC.* CC.* RB.* VB.*_VB.* CC.* PR.*_CC.* NN.* PM.*,DTP NNP LM VBTS RBI CCB PRQ_CCP NNC DTP NNP NNC CCB PRO LM VBAF CCB NNP PMC CCP CCR RBW VBTR_VBAF CCB PRQ_CCP NNC PMP,"si estemirova ay banta na ng ilang beses ni kadyrov dahilan upang ito ay alis ng rusiya, na kung minsan tagal ng ilang buwan.",
"Siya, sabi ni Kadyrov, ""ay walang dangal o pakiramdan man lamang ng kahihiyan.""",PR.* PM.* VB.* DT.* NN.* PM.* PM.* LM VB.*_CC.* NN.* CC.* NN.* RB.* RB.* CC.* NN.* PM.* PM.*,PRS PMC VBS DTP NNP PMC PMS LM VBN_CCP NNC CCT NNC RBI RBI CCB NNC PMP PMS,"siya, sabi ni kadyrov, ""ay wala dangal o pakiramdan man lamang ng kahihiyan.""",
"Sabi ni Memorial na sila ay umaasa na ang kaso sa korte, na magsisimula sa ika-6 ng Oktubre, ay maglalabas ng bagong ebidensya ng mga seryosong krimen na kanilang pinapatunayan na karaniwang pinagwawalang bahala ni Kadyrov.",VB.* DT.* NN.* CC.* PR.* LM VB.*_VB.* CC.* DT.* NN.* CC.* NN.* PM.* CC.* VB.* CC.* JJ.* PM.* CD.* CC.* NN.* PM.* LM VB.*_VB.* CC.* JJ.*_CC.* NN.* CC.* DT.* JJ.*_CC.* NN.* CC.* PR.*_CC.* VB.* CC.* RB.*_CC.* VB.*_CC.* NN.* DT.* NN.* PM.*,VBS DTP NNP CCP PRP LM VBTR_VBAF CCP DTC NNC CCT NNC PMC CCP VBTF CCT JJN PMS CDB CCB NNP PMC LM VBTF_VBAF CCB JJD_CCP NNC CCB DTCP JJD_CCP NNC CCP PRSP_CCP VBTR CCP RBD_CCP VBRF_CCP NNC DTP NNP PMP,"sabi ni memorial na sila ay umaasa na ang kaso sa korte, na simula sa ika-6 ng oktubre, ay labas ng bago ebidensya ng mga seryoso krimen na kanila tunay na karaniwang wala bahala ni kadyrov.",
"Maaga pa kagabi, nagkaroon ng malawakang pagsalakay tukoy ang internet ng Tsina, dahilan upang bumagal na halos pagapang na ang pagpasok dito.",JJ.* RB.* RB.* PM.* VB.* CC.* JJ.*_CC.* NN.* JJ.* DT.* NN.* CC.* NN.* PM.* NN.* CC.* VB.* CC.* JJ.* NN.* CC.* DT.* NN.* PR.* PM.*,JJD RBI RBW PMC VBTS CCB JJD_CCP NNC JJD DTC NNC CCB NNP PMC NNC CCB VBAF CCP JJD NNC CCP DTC NNC PRL PMP,"aga pa kagabi, roon ng malawakang salakay tukoy ang internet ng tsina, dahilan upang bagal na halos pagapang na ang pasok dito.",
Ang larangang ito ng Tsina ay pinatamaan sa pinakahuling maraming mga pagtanggi sa pagsalakay sa mga serbisyo laban sa Tsina.,DT.* NN.*_CC.* PR.* CC.* NN.* LM VB.* CC.* JJ.*_JJ.*_CC.* PR.*_CC.* DT.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* CC.* NN.* PM.*,DTC NNC_CCP PRO CCB NNP LM VBTS CCT JJCS_JJD_CCP PRI_CCP DTCP NNC CCT NNC CCT DTCP NNC NNC CCT NNP PMP,ang larangang ito ng tsina ay tama sa huli dami mga tanggi sa salakay sa mga serbisyo laban sa tsina.,
"Ayon sa Sentro ng Impormasyon sa Network ng Internet sa Tsina, na namamahala ng .cn, ang pag atakeng ito ay ang pinakamalaki na sa ganitong uri.",RB.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* PM.* CC.* VB.* CC.* PM.* NN.* PM.* DT.* CC.* NN.*_CC.* PR.* LM DT.* JJ.*_JJ.* CC.* CC.* PR.*_CC.* NN.* PM.*,RBR CCT NNC CCB NNP CCT NNP CCB NNP CCT NNP PMC CCP VBTR CCB PMP NNC PMC DTC CCR NNC_CCP PRO LM DTC JJCS_JJD CCP CCT PRC_CCP NNC PMP,"ayon sa sentro ng impormasyon sa network ng internet sa tsina, na hala ng .cn, ang pag atake ito ay ang laki na sa ganito uri.",
"Ang larangang ito ay inatake ng dalawang beses, isang beses noong ika 2 ng umaga sa lokal na oras, at inulit noong ika 4 ng umaga.",DT.* NN.*_CC.* PR.* LM VB.* CC.* JJ.*_CC.* NN.* PM.* PR.*_CC.* NN.* RB.*_CC.* JJ.* CD.* CC.* RB.* CC.* JJ.* CC.* NN.* PM.* CC.* VB.* RB.*_CC.* JJ.* CD.* CC.* RB.* PM.*,DTC NNC_CCP PRO LM VBTS CCB JJN_CCP NNC PMC PRI_CCP NNC RBW_CCP JJN CDB CCB RBW CCT JJD CCP NNC PMC CCA VBOF RBW_CCP JJN CDB CCB RBW PMP,"ang larangang ito ay take ng dalawa beses, isa beses noo ika 2 ng umaga sa lokal na oras, at inulit noo ika 4 ng umaga.",
"Ang pangalawa ay mas malaki, at ang mga opisyal ng Tsina ay nagsabing ang paggawa para ibalik ang serbisyo ay mabagal na sumusulong.",DT.* CD.* LM JJ.* JJ.* PM.* CC.* DT.* DT.* NN.* CC.* NN.* LM VB.* DT.* NN.* CC.* VB.* DT.* NN.* LM JJ.* CC.* VB.*_VB.* PM.*,DTC CDB LM JJCC JJD PMC CCA DTC DTCP NNC CCB NNP LM VBTS DTC NNC CCT VBOF DTC NNC LM JJD CCP VBTR_VBAF PMP,"ang dalawa ay mas malaki, at ang mga opisyal ng tsina ay sabi ang gawa para balik ang serbisyo ay bagal na sumusulong.",
Ang mga nag uulat ng balita na pinatatakbo ng estado ay nagsabing ang target ay ang ilang websayt ng .cn at mga websayt ng microblogging na Sina Weibo.,DT.* DT.* PR.*_CC.* NN.* CC.* NN.* CC.* VB.* CC.* NN.* LM VB.* DT.* NN.* LM DT.* PR.*_CC.* NN.* CC.* PM.* NN.* CC.* DT.* NN.* CC.* FW CC.* DT.* NN.* PM.*,DTC DTCP PRSP_CCP NNC CCB NNC CCP VBTR CCB NNC LM VBTS DTC NNC LM DTC PRQ_CCP NNC CCB PMP NNC CCA DTCP NNC CCB FW CCP DTPP NNP PMP,ang mga nag uulat ng balita na takbo ng estado ay sabi ang target ay ang ilang websayt ng .cn at mga websayt ng microblogging na sina weibo.,
"Ang pagpigil na ito ay nangyari kaalinsabay ng sensitibong panahon para sa Tsina, nang ang paglilitis sa isang dating opisyal ng pamahalaan, ay katatapos lamang.",DT.* NN.* CC.* PR.* LM VB.* JJ.* CC.* JJ.*_CC.* NN.* CC.* CC.* NN.* PM.* RB.* DT.* NN.* CC.* PR.*_CC.* JJ.*_CC.* NN.* CC.* NN.* PM.* LM VB.* RB.* PM.*,DTC NNC CCP PRO LM VBTS JJD CCB JJD_CCP NNC CCT CCT NNP PMC RBW DTC NNC CCT PRI_CCP JJD_CCP NNC CCB NNC PMC LM VBW RBI PMP,"ang pigil na ito ay nangyari alinsabay ng sensitibo panahon para sa tsina, nang ang litis sa isa dating opisyal ng pamahalaan, ay tapos lamang.",
"Ang pag atake ay nangyari din sa gitna ng mga usap-usapan na ang pamahalaan ng Tsina ay paghihigpitan ang mga komentarista sa social media, ayon sa The Wall Street Journal.",DT.* CC.* NN.* LM VB.* RB.* CC.* JJ.* CC.* DT.* NN.* PM.* NN.* CC.* DT.* NN.* CC.* NN.* LM NN.* DT.* DT.* NN.* CC.* FW FW PM.* RB.* CC.* NN.* NN.* NN.* NN.* PM.*,DTC CCR NNC LM VBTS RBI CCT JJD CCB DTCP NNC PMS NNC CCP DTC NNC CCB NNP LM NNC DTC DTCP NNC CCT FW FW PMC RBR CCT NNP NNP NNP NNP PMP,"ang pag atake ay nangyari din sa gitna ng mga usap na ang pamahalaan ng tsina ay higpit ang mga komentarista sa social media, ayon sa the wall street journal.",
"Ayon sa panayam ng Wall Street Journal kay Matthew Prince, CEO ng, kompanya na sumusubaybay ng trapiko at metriks sa web, sa panahon ng pag atake ang trapiko sa internet ng mga Tsino ay bumaba ng 32 porsiyento.",RB.* CC.* NN.* CC.* NN.* NN.* NN.* DT.* NN.* NN.* PM.* NN.* CC.* PM.* NN.* CC.* VB.*_VB.* CC.* NN.* CC.* NN.* CC.* FW PM.* CC.* NN.* CC.* CC.* NN.* DT.* NN.* CC.* NN.* CC.* DT.* NN.* LM VB.* CC.* CD.* NN.* PM.*,RBR CCT NNC CCB NNP NNP NNP DTP NNP NNP PMC NNPA CCB PMC NNC CCP VBTR_VBAF CCB NNC CCA NNC CCT FW PMC CCT NNC CCB CCR NNC DTC NNC CCT NNC CCB DTCP NNP LM VBAF CCB CDB NNC PMP,"ayon sa panayam ng wall street journal kay matthew prince, ceo ng, kompanya na subaybay ng trapiko at metriks sa web, sa panahon ng pag atake ang trapiko sa internet ng mga tsino ay baba ng 32 porsiyento.",
Kaniya ding sinabi na ang pag salakay ay palatandaan ng kahinaan ng Imprastraktura ng Internet ng mga Tsino sa ganitong pag atake.,NN.* RB.*_CC.* VB.* CC.* DT.* CC.* NN.* LM NN.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* CC.* PR.*_CC.* CC.* NN.* PM.*,NNP RBI_CCP VBTS CCP DTC CCR NNC LM NNC CCB NNC CCB NNP CCB NNP CCB DTCP NNP CCT PRC_CCP CCR NNC PMP,kaniya ding sabi na ang pag salakay ay palatandaan ng hina ng imprastraktura ng internet ng mga tsino sa ganito pag atake.,
"Noong tinatawag ng tagapagpakilala ang gantimpala na Premyo sa Musika ng Lalawigan na Babaeng Bokalista ng Taon, tumayo si Faith Hill at nabigla pagkatapos marinig ang pangalan ni Carrie Underwood.",RB.*_CC.* VB.* CC.* NN.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.*_CC.* NN.* CC.* NN.* PM.* VB.* DT.* NN.* NN.* CC.* VB.* VB.* VB.* DT.* NN.* DT.* NN.* NN.* PM.*,RBW_CCP VBTR CCB NNC DTC NNC CCP NNP CCT NNP CCB NNP CCP NNP_CCP NNP CCB NNP PMC VBAF DTP NNP NNP CCA VBTS VBW VBW DTC NNC DTP NNP NNP PMP,"noo tawag ng tagapagpakilala ang gantimpala na premyo sa musika ng lalawigan na babae bokalista ng taon, tayo si faith hill at bigla tapos dinig ang kalan ni carrie underwood.",
